"Entity/Table Name","Entity/Table Physical_Name","Comment","Definition","Attribute/Column Name","Attribute/Column Physical_Name","Attribute.Physical.SPI_CLASSIFICATION","Comment","Definition","Is FK","Is PK","Logical Data Type","Physical Data Type"
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,MINIMUMPREMIUM,MINIMUMPREMIUM,Confidential,"Minimum premium amounts are applied to a policy when the premium calculated by Ratabase is less than the minimum amount set by the PrimaryRatingState. If there is no minimum premium, the value will be ""0"".	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Minimum premium amounts are applied to a policy when the premium calculated by Ratabase is less than the minimum amount set by the PrimaryRatingState. If there is no minimum premium, the value will be ""0"".	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,FLOAT,FLOAT
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,MINIMUMPREMIUMWRITTEN,MINIMUMPREMIUMWRITTEN,Confidential,"Attribute exists with no Peak definition	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Attribute exists with no Peak definition	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,FLOAT,FLOAT
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,NONCANCELLABLE,NONCANCELLABLE,Confidential,"Indicator specifying if a policy cannot be canceled unless the insured dies. As part of CFR processing, some states require an agreement that the policy will not be canceled under any circumstances except death. These policies are usually pre-paid in full.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Indicator specifying if a policy cannot be canceled unless the insured dies. As part of CFR processing, some states require an agreement that the policy will not be canceled under any circumstances except death. These policies are usually pre-paid in full.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,NONOWNEDAUTOCOVERAGETYPE,NONOWNEDAUTOCOVERAGETYPE,Confidential,"This is a new field defined by GEICO for ADC model; this element is used to define the type of Non Owned Auto Coverage Type, such as primary, limited and federal, etc.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","This is a new field defined by GEICO for ADC model; this element is used to define the type of Non Owned Auto Coverage Type, such as primary, limited and federal, etc.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,OPTIONFORMRECEIVEDINDICATOR,OPTIONFORMRECEIVEDINDICATOR,Confidential,"Indicates whether an option form has been received.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Indicates whether an option form has been received.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,OPTIONFORMREQUIREDINDICATOR,OPTIONFORMREQUIREDINDICATOR,Confidential,"Indicates whether an option form is required.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Indicates whether an option form is required.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,ORIGINALPOLICYEFFECTIVEDATE,ORIGINALPOLICYEFFECTIVEDATE,Confidential,"This is a new field for ADC model. This is the starting date of the first policy term; it would stay the same thru out the life of a policy.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","This is a new field for ADC model. This is the starting date of the first policy term; it would stay the same thru out the life of a policy.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,DATE,DATE
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,PAPERLESSPOLICYSTATUS,PAPERLESSPOLICYSTATUS,Confidential,"Code identifying whether the customer is enrolled in E-Policy. Note, if the customer is enrolled in e-Policy, their policy documents are sent to them electronically.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Code identifying whether the customer is enrolled in E-Policy. Note, if the customer is enrolled in e-Policy, their policy documents are sent to them electronically.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,PAPERLESSPOLICYSTATUSDATE,PAPERLESSPOLICYSTATUSDATE,Confidential,"This is the date of the current PaperlessPolicyStatus value. If the PaperlessPolicyStatus element was updated on/after November 4, 2018 to indicate the policy is enrolled in paperless policy, then this date represents the enrollment date. If the PaperlessPolicyStatus element was updated on/after November 4, 2018 to indicate the policy is un-enrolled in paperless policy, then this date represents the un-enrollment date. This date will not be populated if the policy has never been enrolled or if enrollment/un-enrollment of paperless policy took place prior to November 4, 2018.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","This is the date of the current PaperlessPolicyStatus value. If the PaperlessPolicyStatus element was updated on/after November 4, 2018 to indicate the policy is enrolled in paperless policy, then this date represents the enrollment date. If the PaperlessPolicyStatus element was updated on/after November 4, 2018 to indicate the policy is un-enrolled in paperless policy, then this date represents the un-enrollment date. This date will not be populated if the policy has never been enrolled or if enrollment/un-enrollment of paperless policy took place prior to November 4, 2018.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,DATE,DATE
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,PARTIALPAPERLESSSTATUS,PARTIALPAPERLESSSTATUS,Confidential,"If partial paperless processing is in effect for the policy’s state, company and line of business, this code identifies whether the policy is included in, or excluded from, partial paperless document delivery. Value list, complete: I = In Partial Paperless. These policies will have generic documents suppressed from print in applicable states. O = Out of Partial Paperless. These policies will be excluded from the Partial Paperless check when documents are generated. The UI uses PP_CONTROL_TBL to determine whether a policy is eligible for partial paperless.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","If partial paperless processing is in effect for the policy’s state, company and line of business, this code identifies whether the policy is included in, or excluded from, partial paperless document delivery. Value list, complete: I = In Partial Paperless. These policies will have generic documents suppressed from print in applicable states. O = Out of Partial Paperless. These policies will be excluded from the Partial Paperless check when documents are generated. The UI uses PP_CONTROL_TBL to determine whether a policy is eligible for partial paperless.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,PAYPLAN,PAYPLAN,Confidential,"This is a pay plan code for the policy. Pay plan is obtained from Geico billing system which is the source of this information.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","This is a pay plan code for the policy. Pay plan is obtained from Geico billing system which is the source of this information.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,POLICYBINDERDATETIMESTAMP,POLICYBINDERDATETIMESTAMP,Confidential,"Datetime when the insurance binder became effective. A binder is a statement that coverage is in force, thereby providing temporary coverage until the policy can be issued. This is the combination of PolBindDt and PolBindTime.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Datetime when the insurance binder became effective. A binder is a statement that coverage is in force, thereby providing temporary coverage until the policy can be issued. This is the combination of PolBindDt and PolBindTime.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,TIMESTAMP_NTZ(9),TIMESTAMP_NTZ(9)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,POLICYCLAIMSIDENTIFIER,POLICYCLAIMSIDENTIFIER,Restricted General - PII Partial,"This number ties together all claims for this policy. It is a unique 9-digit number, which prefaces all GEICO claim numbers filed against this policy and, thereby, allows the company to properly track claim history.	

SPII
Restricted General- PII Partial

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","This number ties together all claims for this policy. It is a unique 9-digit number, which prefaces all GEICO claim numbers filed against this policy and, thereby, allows the company to properly track claim history.	

SPII
Restricted General- PII Partial

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,POLICYNUMBER,POLICYNUMBER,Confidential,"Number assigned to a policy. It is unique and is printed on the DEC page to identify the policy to the policyholder. ?Added to support the GEICO deployment of Duck Creek.	Restricted 

SPII
General- PII Partial

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Number assigned to a policy. It is unique and is printed on the DEC page to identify the policy to the policyholder. ?Added to support the GEICO deployment of Duck Creek.	Restricted 

SPII
General- PII Partial

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,POLICYTERMID,POLICYTERMID,Confidential,"This is an ID created by Billing system. Policy stores it and uses it as a foreign key relationship to the Billing system and the billing system’s policyTerm database table. This is not the same as Geico's policyId and there is no direct mapping to Oasis model	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","This is an ID created by Billing system. Policy stores it and uses it as a foreign key relationship to the Billing system and the billing system’s policyTerm database table. This is not the same as Geico's policyId and there is no direct mapping to Oasis model	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,PREMIUM,PREMIUM,Confidential,"The total term premium for a policy.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","The total term premium for a policy.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,FLOAT,FLOAT
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,PREMIUMCHANGE,PREMIUMCHANGE,Confidential,"The total changed term premium for a policy.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","The total changed term premium for a policy.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,FLOAT,FLOAT
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,PREMIUMWRITTEN,PREMIUMWRITTEN,Confidential,"The total written term premium for a policy. Written premium may not be the same as the term premium if a coverage is not carried for a full term. For example, the term premium of a coverage is $150; this coverage is added to the policy at midterm; and it is only covered for 3 months in the policy term. Then the written premium for this coverage would be $75.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","The total written term premium for a policy. Written premium may not be the same as the term premium if a coverage is not carried for a full term. For example, the term premium of a coverage is $150; this coverage is added to the policy at midterm; and it is only covered for 3 months in the policy term. Then the written premium for this coverage would be $75.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,FLOAT,FLOAT
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,PRIMARYRATINGSTATE,PRIMARYRATINGSTATE,Confidential,"The primary risk state used to determine the rating engine. In Umbrella, this is the state code of the primary residence.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","The primary risk state used to determine the rating engine. In Umbrella, this is the state code of the primary residence.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,PRODUCT,PRODUCT,Confidential,"This is a new field as part of the modernization process. This is the insurance product under which the policy is written with. Under the new moderrnization, the possible insurance products are Auto, Cycle, Umbrella, etc.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","This is a new field as part of the modernization process. This is the insurance product under which the policy is written with. Under the new moderrnization, the possible insurance products are Auto, Cycle, Umbrella, etc.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,PRORATEDADJUSTMENTAMOUNT,PRORATEDADJUSTMENTAMOUNT,Confidential,"This value is the premium difference between Oasis and Duck Creek. Rounding is performed at different levels between the systems which cause the premium difference. This value will be used for downstream balancing (MIS/FIS) and will not be displayed within the application.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","This value is the premium difference between Oasis and Duck Creek. Rounding is performed at different levels between the systems which cause the premium difference. This value will be used for downstream balancing (MIS/FIS) and will not be displayed within the application.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,FLOAT,FLOAT
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,PROXYSTATUSCOUNTER,PROXYSTATUSCOUNTER,Confidential,"This value, in conjunction with business rules, controls how many times a voting proxy form is presented to the user. Value List, complete: 0 (Voting proxy form has not yet been presented and should be presented.) 1 (Voting proxy form has been presented once, policyholder did not sign, present again.) 2 (Voting proxy form has been presented twice, policyholder did not sign, present again.) 3 (Voting proxy form has been presented three times, policyholder did not sign, do not present again.)	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","This value, in conjunction with business rules, controls how many times a voting proxy form is presented to the user. Value List, complete: 0 (Voting proxy form has not yet been presented and should be presented.) 1 (Voting proxy form has been presented once, policyholder did not sign, present again.) 2 (Voting proxy form has been presented twice, policyholder did not sign, present again.) 3 (Voting proxy form has been presented three times, policyholder did not sign, do not present again.)	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,"NUMBER(38,0)","NUMBER(38,0)"
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,RATINGTIER,RATINGTIER,Confidential,"The rating tier assigned to a policy. This alphanumeric code value is used in rating a policy. Tier rating provides multiple pricing levels within a single company. The number of tiers available varies by state and company, and some states do not currently use tier rating.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","The rating tier assigned to a policy. This alphanumeric code value is used in rating a policy. Tier rating provides multiple pricing levels within a single company. The number of tiers available varies by state and company, and some states do not currently use tier rating.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,REASONAMENDMENTCODE,REASONAMENDMENTCODE,Confidential,"Code identifying additional information about the policy activity or transaction, i.e., EFFECTIVE_TYPE_CD. For example, there are currently 3 reason amended codes used to identify additional information about the Cancel for Cancel/Rewrite transaction (EFFECTIVE_TYPE_CD = 7)	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Code identifying additional information about the policy activity or transaction, i.e., EFFECTIVE_TYPE_CD. For example, there are currently 3 reason amended codes used to identify additional information about the Cancel for Cancel/Rewrite transaction (EFFECTIVE_TYPE_CD = 7)	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,REISSUEWITHLAPSEDATE,REISSUEWITHLAPSEDATE,Confidential,"The date of the last reissue with a lapse. During a reissue, the customer will be asked if he/she has had continuous insurance; if the answer is yes this field will be set to default, 12/31/9999. If the answer is no, this field will be set to the current date.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","The date of the last reissue with a lapse. During a reissue, the customer will be asked if he/she has had continuous insurance; if the answer is yes this field will be set to default, 12/31/9999. If the answer is no, this field will be set to the current date.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,DATE,DATE
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,REISSUEWITHLAPSEEFFECTIVEDATE,REISSUEWITHLAPSEEFFECTIVEDATE,Confidential,"The Policy Effective date of the policy term last reissued with a lapse	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","The Policy Effective date of the policy term last reissued with a lapse	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,DATE,DATE
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,RELATIONTOPRIORPOLICYAPPLICANT,RELATIONTOPRIORPOLICYAPPLICANT,Confidential,"This code is set for spinoff policies and identifies the relationship of the original named insured to the insured of the prior policy. It is used for underwriting purposes. Value list, partial; for additional values refer to the Support Table. DRD (Daughter) DRF (Father) DRFI (Fiancée) DRIN (Driver Named Insured) DRSP (Spouse)	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","This code is set for spinoff policies and identifies the relationship of the original named insured to the insured of the prior policy. It is used for underwriting purposes. Value list, partial; for additional values refer to the Support Table. DRD (Daughter) DRF (Father) DRFI (Fiancée) DRIN (Driver Named Insured) DRSP (Spouse)	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,RENEWALSTATUS,RENEWALSTATUS,Confidential,"Code identifying the renewal status of a policy. Note: The value '0' enables OSA to re-schedule Renewal step 4 or step 5 when the policy is marked as cancelled or 'do not renew'.
	
SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Code identifying the renewal status of a policy. Note: The value '0' enables OSA to re-schedule Renewal step 4 or step 5 when the policy is marked as cancelled or 'do not renew'.
	
SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,REQUESTEDMAILPACKAGECODE,REQUESTEDMAILPACKAGECODE,Confidential,"Code identifying the mailing packages printed for this policy. This element is populated with one or more 7-digit codes that are concatenated with no separator values. It holds values for specific mailing packages that are generated by the Forms process or selected by an associate. Values set by the Forms Process or by the GUI.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Code identifying the mailing packages printed for this policy. This element is populated with one or more 7-digit codes that are concatenated with no separator values. It holds values for specific mailing packages that are generated by the Forms process or selected by an associate. Values set by the Forms Process or by the GUI.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,RETENTIONKEY,RETENTIONKEY,Confidential,"An identifier generated by Sales for a quote. This information is saved in policy to correlate Policy number back to the sales quote which the policy was originally based on.	

SPII
Restricted General- PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","An identifier generated by Sales for a quote. This information is saved in policy to correlate Policy number back to the sales quote which the policy was originally based on.	

SPII
Restricted General- PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,RETURNEDMAILINDICATOR,RETURNEDMAILINDICATOR,Confidential,"Indicator specifying if mail sent out for the policy was returned to GEICO.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Indicator specifying if mail sent out for the policy was returned to GEICO.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,RISKSEGMENT,RISKSEGMENT,Confidential,"Code indicates a risk segment which a policy belongs to. This reflects the likelihood of a loss. B = Preferred; C = Standard; D = Non-Standard	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Code indicates a risk segment which a policy belongs to. This reflects the likelihood of a loss. B = Preferred; C = Standard; D = Non-Standard	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,RISKSEGMENTINCEPTIONDATE,RISKSEGMENTINCEPTIONDATE,Confidential,"The date the policy was placed in the current Risk Group. The date gets reset whenever the Risk Group is changed.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","The date the policy was placed in the current Risk Group. The date gets reset whenever the Risk Group is changed.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,DATE,DATE
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,SALESTYPE,SALESTYPE,Confidential,"Code identifying the type of sale made by a GFR (GEICO Field Representative - independent sales and service agents). Once set, the value will not change for the life of the policy. Value list, complete: GFRInternet - GFR Internet Business GFRPhone - GFR Phone Business GFRWalkIn - GFR Walk-in Business	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Code identifying the type of sale made by a GFR (GEICO Field Representative - independent sales and service agents). Once set, the value will not change for the life of the policy. Value list, complete: GFRInternet - GFR Internet Business GFRPhone - GFR Phone Business GFRWalkIn - GFR Walk-in Business	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,SOURCEOFADVERTISING,SOURCEOFADVERTISING,Confidential,"Number identifying the advertising media source by which the named insured heard about GEICO (newspapers, magazines, TV, etc.). Obtaining this information helps the Marketing Department evaluate the effectiveness of various forms of advertising.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Number identifying the advertising media source by which the named insured heard about GEICO (newspapers, magazines, TV, etc.). Obtaining this information helps the Marketing Department evaluate the effectiveness of various forms of advertising.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,SOURCEOFBUSINESS,SOURCEOFBUSINESS,Confidential,"Number identifying the source by which the policy was written (telephone sales, sales lobby, direct mail, GFR, etc.). A source can be a person or a business unit.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Number identifying the source by which the policy was written (telephone sales, sales lobby, direct mail, GFR, etc.). A source can be a person or a business unit.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,STATESTANDARDPOLICYINDICATOR,STATESTANDARDPOLICYINDICATOR,Confidential,"This is a new field defined by GEICO for ADC model; this element is used to map with the following defined state specifics conditions: Massachusetts MAIP indicator, Georgia regulated, New Jersey basic policy, Texas non standard policy, AssignedRiskQuote, and AssignedRiskSrviceCenter.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","This is a new field defined by GEICO for ADC model; this element is used to map with the following defined state specifics conditions: Massachusetts MAIP indicator, Georgia regulated, New Jersey basic policy, Texas non standard policy, AssignedRiskQuote, and AssignedRiskSrviceCenter.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
