"Table Name","Column Name","Column Data_Type","Data Source Column/Data Movement Column Name","Data Source Column/Data Movement Column Physical_Data_Type","Data Source Table/Data Movement Table Name","Data Source Object Name","Data Source Object Data_Source_Import_Type","Data Source Object Data_Source_Server","Data Source Object Data_Source_System","Data Source Object Data_Source_Type",
line,includedeleted,VARCHAR(16777216),,,,,,,,,
line,productkind,VARCHAR(16777216),,,,,,,,,
line,retrievepolicy_id,VARCHAR(16777216),,,,,,,,,
line,data_id,VARCHAR(16777216),,,,,,,,,
line,policy_id,VARCHAR(16777216),,,,,,,,,
line,line_id,VARCHAR(16777216),,,,,,,,,
line,change,VARCHAR(16777216),,,,,,,,,
line,written,VARCHAR(16777216),,,,,,,,,
line,isdrivertovehicleassignmentoverridden,VARCHAR(16777216),,,,,,,,,
line,isesigneligible,VARCHAR(16777216),,,,,,,,,
line,isunderwritingrequired,VARCHAR(16777216),,,,,,,,,
line,premium,VARCHAR(16777216),,,,,,,,,
line,seatbeltusage,VARCHAR(16777216),,,,,,,,,
line,tort,VARCHAR(16777216),,,,,,,,,
line,value,VARCHAR(16777216),,,,,,,,,
line,conformed_digest,VARCHAR(16777216),,,,,,,,,
line_coverage,policy_number,VARCHAR(16777216),,,,,,,,,
line_coverage,policyreadonlyhistoryid,VARCHAR(16777216),,,,,,,,,
line_coverage,includedeleted,VARCHAR(16777216),,,,,,,,,
line_coverage,productkind,VARCHAR(16777216),,,,,,,,,
line_coverage,retrievepolicy_id,VARCHAR(16777216),,,,,,,,,
line_coverage,data_id,VARCHAR(16777216),,,,,,,,,
line_coverage,policy_id,VARCHAR(16777216),,,,,,,,,
line_coverage,line_id,VARCHAR(16777216),,,,,,,,,
line_coverage,line_change,VARCHAR(16777216),,,,,,,,,
line_coverage,line_written,VARCHAR(16777216),,,,,,,,,
line_coverage,coverage_id,VARCHAR(16777216),,,,,,,,,
line_coverage,coverage_deleted,VARCHAR(16777216),,,,,,,,,
line_coverage,ACTION,VARCHAR(16777216),,,,,,,,,
line_coverage,cancelprem,VARCHAR(16777216),,,,,,,,,
line_coverage,change,VARCHAR(16777216),,,,,,,,,
line_coverage,coveragecode,VARCHAR(16777216),,,,,,,,,
line_coverage,coveragelevel,VARCHAR(16777216),,,,,,,,,
line_coverage,effectivetypecode,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,policy_number,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,policyreadonlyhistoryid,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,includedeleted,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,productkind,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,retrievepolicy_id,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,data_id,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,policy_id,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,line_id,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,line_change,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,line_written,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,coverage_id,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,coverage_deleted,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,coverageinformation_id,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,cappedpremiumcoverage,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,extrariskrating,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,householdcompositefactor,VARCHAR(16777216),,,,,,,,,
line_coverageinformation,conformed_digest,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,policy_number,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,policyreadonlyhistoryid,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,includedeleted,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,productkind,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,retrievepolicy_id,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,data_id,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,policy_id,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,line_id,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,change,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,written,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,coveragerestriction_id,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,coveragerestriction_deleted,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,coveragerestrictionreason,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,coveragetorestrict,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,maxlimit,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,mindeductible,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,restrictedcoveragetype,VARCHAR(16777216),,,,,,,,,
line_coveragerestriction,conformed_digest,VARCHAR(16777216),,,,,,,,,
line_discounts,policy_number,VARCHAR(16777216),,,,,,,,,
line_discounts,policyreadonlyhistoryid,VARCHAR(16777216),,,,,,,,,
line_discounts,includedeleted,VARCHAR(16777216),,,,,,,,,
line_discounts,productkind,VARCHAR(16777216),,,,,,,,,
line_discounts,retrievepolicy_id,VARCHAR(16777216),,,,,,,,,
line_discounts,data_id,VARCHAR(16777216),,,,,,,,,
line_discounts,policy_id,VARCHAR(16777216),,,,,,,,,
line_discounts,line_id,VARCHAR(16777216),,,,,,,,,
line_discounts,change,VARCHAR(16777216),,,,,,,,,
line_discounts,written,VARCHAR(16777216),,,,,,,,,
line_discounts,linediscounts_id,VARCHAR(16777216),,,,,,,,,
line_discounts,discount_id,VARCHAR(16777216),,,,,,,,,
line_discounts,discount_deleted,VARCHAR(16777216),,,,,,,,,
line_discounts,discounttype,VARCHAR(16777216),,,,,,,,,
line_discounts,isoverride,VARCHAR(16777216),,,,,,,,,
line_discounts,overridereason,VARCHAR(16777216),,,,,,,,,
line_discounts,premiumdiscountsubtype,VARCHAR(16777216),,,,,,,,,
line_discounts,ratingapplieddiscountid,VARCHAR(16777216),,,,,,,,,
line_discounts,conformed_digest,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,policy_number,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,policyreadonlyhistoryid,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,includedeleted,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,productkind,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,retrievepolicy_id,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,data_id,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,policy_id,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,line_id,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,line_change,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,line_written,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,risk_id,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,risk_deleted,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,coverage_id,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,coverage_deleted,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,ratinginformation_id,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,balancetopolicyminimumpremium,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,balancetovehicleminimumpremium,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,bureaupremium,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,calculatedpremiumfactor,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,coverageratebookdate,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,customizationdollaramount,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,monthlycounterofnewraterevision,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,policyexpensefee,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,rategen,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,valuationamount,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,valuationtype,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,vehicleexpensefee,VARCHAR(16777216),,,,,,,,,
risk_ratinginformation,conformed_digest,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,policy_number,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,policyreadonlyhistoryid,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,includedeleted,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,productkind,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,retrievepolicy_id,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,data_id,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,policy_id,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,line_id,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,line_change,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,line_written,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,risk_id,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,risk_deleted,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,vehicle_id,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,vehicle_deleted,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,vinsymbol_id,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,vinsymbol_deleted,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,antilockbrakes,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,antilockbraketype,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,antitheftdevice,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,classassignmethod,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,classcode,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,collisionsymbol,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,collisionsymboloverride,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,comprehensivesymbol,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,comprehensivesymboloverride,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,costnewwithcustomizations,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,daytimerunninglights,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,description,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,enginetype,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,hasfailedvinvalidation,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,hightheftvehicle,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,isobodystyle,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,lastchangedcollisionsymbol,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,lastchangedcomprehensivesymbol,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,lastchangedliabilitysymbol,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,legacyvehicletypecode,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,liabilitysymbol,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,liabilitysymboloverride,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,make,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,model,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,passiverestraintdevice,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,performance,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,vehicleratingcode,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,vehicletype,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,vin,VARCHAR(16777216),,,,,,,,,
vehicle_vinsymbol,vineditoverride,VARCHAR(16777216),,,,,,,,,
transaction,policy_number,VARCHAR(16777216),,,,,,,,,
transaction,policyreadonlyhistoryid,VARCHAR(16777216),,,,,,,,,
transaction,includedeleted,VARCHAR(16777216),,,,,,,,,
transaction,productkind,VARCHAR(16777216),,,,,,,,,
transaction,retrievepolicy_id,VARCHAR(16777216),,,,,,,,,
transaction,data_id,VARCHAR(16777216),,,,,,,,,
transaction,policyadmin_id,VARCHAR(16777216),,,,,,,,,
transaction,transactions_id,VARCHAR(16777216),,,,,,,,,
transaction,transaction_id,VARCHAR(16777216),,,,,,,,,
transaction,charge,VARCHAR(16777216),,,,,,,,,
transaction,commitfailure,VARCHAR(16777216),,,,,,,,,
transaction,commitstatus,VARCHAR(16777216),,,,,,,,,
transaction,convertedtransactiontype,VARCHAR(16777216),,,,,,,,,
transaction,createddate,VARCHAR(16777216),,,,,,,,,
transaction,createduser,VARCHAR(16777216),,,,,,,,,
transaction,deprecatedby,VARCHAR(16777216),,,,,,,,,
transaction,destinationpolicyid,VARCHAR(16777216),,,,,,,,,
transaction,effectivedate,VARCHAR(16777216),,,,,,,,,
transaction,expirationdate,VARCHAR(16777216),,,,,,,,,
transaction,globalbusinessprocessid,VARCHAR(16777216),,,,,,,,,
transaction,historyid,VARCHAR(16777216),,,,,,,,,
transaction,isoutofsequence,VARCHAR(16777216),,,,,,,,,
transaction,issueddate,VARCHAR(16777216),,,,,,,,,
transaction,issuedusername,VARCHAR(16777216),,,,,,,,,
transaction,isvisibletocustomer,VARCHAR(16777216),,,,,,,,,
transaction,newpremium,VARCHAR(16777216),,,,,,,,,
transaction,offsetdate,VARCHAR(16777216),,,,,,,,,
transaction,onsetby,VARCHAR(16777216),,,,,,,,,
transaction,originalcharge,VARCHAR(16777216),,,,,,,,,
transaction,originaleffectivedate,VARCHAR(16777216),,,,,,,,,
transaction,originalid,VARCHAR(16777216),,,,,,,,,
transaction,policymanuscriptid,VARCHAR(16777216),,,,,,,,,
transaction,policynumber,VARCHAR(16777216),,,,,,,,,
transaction,policystatus,VARCHAR(16777216),,,,,,,,,
transaction,previoushistoryid,VARCHAR(16777216),,,,,,,,,
transaction,priorpremium,VARCHAR(16777216),,,,,,,,,
transaction,product1,VARCHAR(16777216),,,,,,,,,
transaction,productisreadonly,VARCHAR(16777216),,,,,,,,,
transaction,proratefactor,VARCHAR(16777216),,,,,,,,,
transaction,quotetype,VARCHAR(16777216),,,,,,,,,
transaction,ratingactivityid,VARCHAR(16777216),,,,,,,,,
transaction,replacementid,VARCHAR(16777216),,,,,,,,,
transaction,revisionof,VARCHAR(16777216),,,,,,,,,
transaction,scheduledate,VARCHAR(16777216),,,,,,,,,
transaction,shortratefactor,VARCHAR(16777216),,,,,,,,,
transaction,sourcepolicyid,VARCHAR(16777216),,,,,,,,,
transaction,state,VARCHAR(16777216),,,,,,,,,
transaction,status,VARCHAR(16777216),,,,,,,,,
transaction,statususer,VARCHAR(16777216),,,,,,,,,
transaction,statususercontext,VARCHAR(16777216),,,,,,,,,
transaction,termeffectivedate,VARCHAR(16777216),,,,,,,,,
transaction,termpremium,VARCHAR(16777216),,,,,,,,,
transaction,transactiondate,VARCHAR(16777216),,,,,,,,,
transaction,type,VARCHAR(16777216),,,,,,,,,
transaction,typecaption,VARCHAR(16777216),,,,,,,,,
transaction,waivechargecheck,VARCHAR(16777216),,,,,,,,,
transaction,conformed_digest,VARCHAR(16777216),,,,,,,,,
transaction_reasons,policy_number,VARCHAR(16777216),,,,,,,,,
transaction_reasons,policyreadonlyhistoryid,VARCHAR(16777216),,,,,,,,,
transaction_reasons,includedeleted,VARCHAR(16777216),,,,,,,,,
transaction_reasons,productkind,VARCHAR(16777216),,,,,,,,,
transaction_reasons,retrievepolicy_id,VARCHAR(16777216),,,,,,,,,
transaction_reasons,data_id,VARCHAR(16777216),,,,,,,,,
transaction_reasons,policy_id,VARCHAR(16777216),,,,,,,,,
transaction_reasons,policyadmin_id,VARCHAR(16777216),,,,,,,,,
transaction_reasons,transactions_id,VARCHAR(16777216),,,,,,,,,
transaction_reasons,transaction_id,VARCHAR(16777216),,,,,,,,,
transaction_reasons,reasons_id,VARCHAR(16777216),,,,,,,,,
transaction_reasons,reason_id,VARCHAR(16777216),,,,,,,,,
transaction_reasons,code,VARCHAR(16777216),,,,,,,,,
transaction_reasons,description,VARCHAR(16777216),,,,,,,,,
transaction_reasons,referenceid,VARCHAR(16777216),,,,,,,,,
transaction_reasons,conformed_digest,VARCHAR(16777216),,,,,,,,,
vehicle,policy_number,VARCHAR(16777216),,,,,,,,,
vehicle,policyreadonlyhistoryid,VARCHAR(16777216),,,,,,,,,
vehicle,includedeleted,VARCHAR(16777216),,,,,,,,,
vehicle,productkind,VARCHAR(16777216),,,,,,,,,
vehicle,retrievepolicy_id,VARCHAR(16777216),,,,,,,,,
vehicle,data_id,VARCHAR(16777216),,,,,,,,,
vehicle,policy_id,VARCHAR(16777216),,,,,,,,,
vehicle,line_id,VARCHAR(16777216),,,,,,,,,
vehicle,line_change,VARCHAR(16777216),,,,,,,,,
vehicle,line_written,VARCHAR(16777216),,,,,,,,,
vehicle,risk_id,VARCHAR(16777216),,,,,,,,,
vehicle,risk_deleted,VARCHAR(16777216),,,,,,,,,
vehicle,vehicle_id,VARCHAR(16777216),,,,,,,,,
vehicle,vehicle_deleted,VARCHAR(16777216),,,,,,,,,
vehicle,ACTION,VARCHAR(16777216),,,,,,,,,
vehicle,assigneddriver,VARCHAR(16777216),,,,,,,,,
vehicle,effectivedate,VARCHAR(16777216),,,,,,,,,
vehicle,effectivetypecode,VARCHAR(16777216),,,,,,,,,
vehicle,lastchangedaction,VARCHAR(16777216),,,,,,,,,
vehicle,lastchangeddate,VARCHAR(16777216),,,,,,,,,
vehicle,reasonamendmentcode,VARCHAR(16777216),,,,,,,,,
vehicle,removalreason,VARCHAR(16777216),,,,,,,,,
vehicle,removeddate,VARCHAR(16777216),,,,,,,,,
vehicle,replacedvehicleid,VARCHAR(16777216),,,,,,,,,
vehicle,replacedvin,VARCHAR(16777216),,,,,,,,,
vehicle,storageplan,VARCHAR(16777216),,,,,,,,,
vehicle,vehiclehistorydamagedcode,VARCHAR(16777216),,,,,,,,,
vehicle,vehiclehistorydamagedimpactcode,VARCHAR(16777216),,,,,,,,,
vehicle,vehiclehistoryorderdate,VARCHAR(16777216),,,,,,,,,
vehicle,vehiclehistoryratebookdate,VARCHAR(16777216),,,,,,,,,
vehicle,vehiclehistorytitletransferredcode,VARCHAR(16777216),,,,,,,,,
vehicle,vehiclehistorytitletransferredimpactcode,VARCHAR(16777216),,,,,,,,,
vehicle,vehiclelocation,VARCHAR(16777216),,,,,,,,,
vehicle,vehiclenumber,VARCHAR(16777216),,,,,,,,,
vehicle,conformed_digest,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,policy_number,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,policyreadonlyhistoryid,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,includedeleted,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,productkind,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,retrievepolicy_id,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,data_id,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,policy_id,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,line_id,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,line_change,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,line_written,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,risk_id,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,risk_deleted,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,vehicle_id,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,vehicle_deleted,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,registrationownership_id,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,registrationownership_deleted,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,businessownerclientkey,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,businessownerindicator,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,contentsvalue,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,coowner,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,costnew,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,isnewvehicle,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,originalowner,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,owner,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,ownershiptype,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,purchasedate,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,purchaseprice,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,registeredstate,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,tagnumber,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,tagsurrenderdate,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,vehicleage,VARCHAR(16777216),,,,,,,,,
vehicle_registrationownership,conformed_digest,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,policy_number,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,policyreadonlyhistoryid,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,includedeleted,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,productkind,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,retrievepolicy_id,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,data_id,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,policy_id,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,line_id,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,line_change,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,line_written,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,risk_id,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,risk_deleted,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,vehicle_id,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,vehicle_deleted,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,usagedetails_id,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,usagedetails_deleted,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,allotherclassindicator,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,annualmileagerange,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,businessusagepercentage,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,businessusagetype,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,calculatedcommutemileage,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,daystoschool,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,daystowork,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,estimatedannualmileage,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,excessvehicleindicator,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,isacceptablebusinessusage,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,isvehicleeligible,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,milestoschool,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,milestowork,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,odometerdate,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,odometerreading,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,priortermannualmileage,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,ratingvehicleuse,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,rvdaysofuse,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,usage,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,wasusagechanged,VARCHAR(16777216),,,,,,,,,
vehicle_usagedetails,conformed_digest,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,policy_number,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,policyreadonlyhistoryid,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,includedeleted,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,productkind,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,retrievepolicy_id,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,data_id,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,policy_id,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,line_id,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,line_change,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,line_written,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,risk_id,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,risk_deleted,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,coverage_id,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,coverage_deleted,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,coverageinformation_id,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,cappedpremiumcoverage,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,extrariskrating,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,householdcompositefactor,VARCHAR(16777216),,,,,,,,,
risk_coverageinformation,conformed_digest,VARCHAR(16777216),,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,LOAD_TIMESTAMP,TIMESTAMP,,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,RECORD_SOURCE,VARCHAR(100),,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,HASHDIFF,VARCHAR(20),,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,EFFECTIVE_TIMESTAMP,TIMESTAMP,,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,POLICY_TRANSACTION_TYPE_CODE,CHAR(18),,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,RISK_TYPE_CODE,CHAR(18),,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,PRODUCT_TYPE_CODE,CHAR(18),,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,RISK_SEGMENT_CODE,CHAR(18),,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,POLICY_LIFE_SEGMENT_CODE,CHAR(18),,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,COMPANY_CODE,CHAR(18),,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,RATING_TIER_CODE,CHAR(18),,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,RATED_STATE_CODE,CHAR(18),,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,FINANCIAL_RESPONSIBILITY_TIER_CODE,CHAR(18),,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,RATE_STRUCTURE_CODE,CHAR(18),,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,LOB_CODE,CHAR(18),,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,WRITING_COMPANY_CODE,CHAR(18),,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,PRIMARY_RATING_STATE_CODE,CHAR(18),,,,,,,,,
SAT_PEAK_POLICY_REFERENCE,TRANSACTION_REFERENCE_HK,BINARY(16),,,,,,,,,
IN_FLUX,,,,,,,,,,,
DO_NOT_INCLUDE_IN_CURRENT_RELASE,,,,,,,,,,,
DRIVER_AFFINITY,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
DRIVER_AFFINITY,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
DRIVER_AFFINITY,INCLUDEDELETED,BOOLEAN,,,,,,,,,
DRIVER_AFFINITY,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
DRIVER_AFFINITY,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
DRIVER_AFFINITY,DATA_ID,VARCHAR(16777216),,,,,,,,,
DRIVER_AFFINITY,POLICY_ID,VARCHAR(16777216),,,,,,,,,
